index,title,link,ww_points,image,calories,summary,Key1,Key2,Key3,Key4,Key5,Key6,Key7,Key8,Key9,Key10,Key11,Key12,Key13
18,Portuguese Seafood Stew,https://www.skinnytaste.com/portuguese-seafood-stew/,4,https://www.skinnytaste.com/wp-content/uploads/2009/03/Portugese-Seafood-Stew-7-260x390.jpg,447,"Portuguese Seafood Stew made with clams, shrimp, scallops and chorizo comes together in minutes! Serve it with some crusty bread and enjoy!",DF,GF,,,,HP,,LC,,Q,,,
19,Air Fryer Roasted Cauliflower Tacos,https://www.skinnytaste.com/air-fryer-roasted-cauliflower-tacos/,11,https://www.skinnytaste.com/wp-content/uploads/2021/08/Air-Fryer-Roasted-Cauliflower-Tacos-6-260x390.jpg,284,"When you want meatless tacos, try these roasted cauliflower tacos made in the air fryer, topped with Peruvian green sauce and pickled red onions.",,,AF,,HF,,,,,,V,,
20,Garden Tomato Sauce,https://www.skinnytaste.com/garden-tomato-sauce/,1,https://www.skinnytaste.com/wp-content/uploads/2021/08/Garden-Tomato-Sauce-7-260x390.jpg,61,"In the summer, there’s nothing better than homemade, fresh garden tomato sauce – perfect for your favorite pasta dish!",DF,GF,,FM,,,KF,LC,,,V,,
1,Coconut Red Curry Shrimp Skewers,https://www.skinnytaste.com/coconut-red-curry-shrimp-skewers/,1,https://www.skinnytaste.com/wp-content/uploads/2021/07/Coconut-Red-Curry-Shrimp-Skewers-4-260x390.jpg,252,"Grilled Coconut Red Curry Shrimp Skewers with bell pepper and onions are so flavorful, thanks to one of my favorite pantry staples – red curry paste.",DF,GF,,,,,KF,LC,,,,W,
2,Spice Rubbed Grilled Salmon with Black Beans and Corn,https://www.skinnytaste.com/smoky-spice-rubbed-grilled-salmon-with/,1,https://www.skinnytaste.com/wp-content/uploads/2012/04/Smoky-Spice-Rubbed-Grilled-Salmon-with-Black-Beans-and-Corn-14-260x390.jpg,442,Grilled salmon seasoned with a smokey rub served with a fresh black beans and corn salsa.,DF,GF,,,HF,,,,,Q,,,
3,Skinnytaste Air Fryer Dinners – Cookbook Cover Reveal,https://www.skinnytaste.com/skinnytaste-air-fryer-dinners-cookbook/, ,https://www.skinnytaste.com/wp-content/uploads/2021/07/Skinnytaste-1-260x390.jpg, ,"I have big news! You all know how much I love my air fryer, my new cookbook Skinnytaste Air Fryer Dinners: 75 Healthy Recipes for Easy Weeknight Meals is out for pre-order!",,,AF,,,,,,,,,,
4,Strawberry Scones,https://www.skinnytaste.com/low-fat-strawberry-scones/,8,https://www.skinnytaste.com/wp-content/uploads/2010/06/Low-Fat-Strawberry-Scones-8-260x390.jpg,201,This easy strawberry scones recipe makes moist and tender scones studded with fresh strawberry pieces. They’re a wonderful breakfast treat and a delicious way to use up fresh strawberries!,,,,,,,KF,,MP,,,,
5,Air Fryer Burst Tomato Burrata Caprese Salad,https://www.skinnytaste.com/air-fryer-burst-tomato-burrata-caprese-salad/,12,https://www.skinnytaste.com/wp-content/uploads/2021/07/Air-Fryer-Burst-Tomato-Burrata-Caprese-Salad-5-260x390.jpg,307,Burst tomatoes are so quick and easy to make in the air fryer. Adding burrata cheese and arugula turns this into a delicious summer salad.,,GF,AF,,,,,LC,,Q,V,,
6,Cilantro Chicken Salad,https://www.skinnytaste.com/cilantro-chicken-salad/,1,https://www.skinnytaste.com/wp-content/uploads/2010/06/Cilantro-Chicken-Salad-5-260x390.jpg,160.5,"This easy chicken salad recipe is made with scallions, cilantro with a hint of lime. It’s a tasty twist on traditional chicken salad with some Latin flavor!",DF,GF,,,,,KF,LC,MP,Q,,,
7,"Grilled Steak With Tomatoes, Red Onion and Balsamic",https://www.skinnytaste.com/grilled-flank-steak-with-tomatoes-red/,5,https://www.skinnytaste.com/wp-content/uploads/2017/08/Grilled-Flank-Steak-with-Tomatoes-Red-Onion-and-Balsamic-8-260x390.jpg,198,"One of my favorite ways to make grilled steak in the summer. Topped with fresh chopped tomatoes, red onion, balsamic and oil. It’s fresh and a great way to enjoy those end-of-summer tomatoes!",,GF,,,,,KF,LC,,Q,,W,
8,Baby Red Potato Salad with Apples,https://www.skinnytaste.com/summer-potato-salad-with-apples/,3,https://www.skinnytaste.com/wp-content/uploads/2012/07/potato-salad-11-260x390.jpg,119,"Apples add a sweet crunch to every bite of this healthy baby red potato salad made with celery, Dijon, vinegar, and chives.",DF,GF,,,,,KF,,,Q,V,,
9,Foil Packet Cheesy Sausage and Peppers,https://www.skinnytaste.com/foil-packet-cheesy-sausage-and-peppers/,5,https://www.skinnytaste.com/wp-content/uploads/2021/06/Foil-Packet-Cheesy-Sausage-and-Peppers-9-260x390.jpg,223,"Foil Packet Cheesy Sausage and Peppers are so easy to make on the grill if you’re camping, vacationing, or just looking for an easy dinner with even easier cleanup!",,GF,,,,,KF,LC,,,,,
10,Red White and Blue Fruit Skewers with Cheesecake Yogurt Dip,https://www.skinnytaste.com/red-white-and-blue-fruit-skewers-with/,3,https://www.skinnytaste.com/wp-content/uploads/2013/05/strawberry-blueberry-skewers-05-260x390.jpg,105,Easy Red White and Blue Fruit Skewers with Cheesecake Yogurt Dip is the perfect no-bake dessert for the summer!,,,,,,,KF,,,Q,V,,
11,Mexican Adobo Rubbed Grilled Pork Tenderloin,https://www.skinnytaste.com/mexican-adobo-rubbed-grilled-pork/,3,https://www.skinnytaste.com/wp-content/uploads/2013/04/Grilled-Pork_10-260x390.jpg,182,Make this flavorful grilled pork tenderloin seasoned with homemade Mexican adobo seasoning for a tasty weeknight dinner!,DF,GF,,,,,,LC,,,,,
12,Grilled Bruschetta Chicken,https://www.skinnytaste.com/grilled-chicken-bruschetta/,3,https://www.skinnytaste.com/wp-content/uploads/2017/05/Grilled-Chicken-Bruschetta-3-260x390.jpg,282,"Grilled Chicken Bruschetta is a summer staple in my house! Basically a caprese made with juicy tomatoes, mozzarella, basil, red onion, garlic and balsamic, a delicious weeknight meal!",,GF,,,,,KF,LC,,Q,,W,
13,Caesar-Marinated Chicken Kabobs with Zucchini and Grilled Romaine,https://www.skinnytaste.com/caesar-marinated-chicken-kabobs-with-zucchini-and-grilled-romaine/,3,https://www.skinnytaste.com/wp-content/uploads/2021/06/Chicken-Caesar-Skewers-8-260x390.jpg,289,Caesar-Marinated Chicken Zucchini Kabobs made with my homemade Caesar salad dressing and grilled romaine for a light and delicious summer dinner.,,GF,,,,HP,KF,LC,,,,,
14,Grilled Shrimp Panzanella Skewers,https://www.skinnytaste.com/grilled-shrimp-panzanella-skewers/,1,https://www.skinnytaste.com/wp-content/uploads/2021/06/Shrimp-Panzanella-Skewers-4-260x390.jpg,216,"Grilled Shrimp Panzanella Skewers, layered with summer peaches, tomatoes, and sourdough bread, finished with balsamic and fresh basil.",DF,,,,,,KF,,,Q,,,
15,"Ground Turkey Skillet with Zucchini, Corn, Black Beans and Tomato",https://www.skinnytaste.com/ground-turkey-skillet-with-zucchini-corn-black-beans-and-tomato/,5,https://www.skinnytaste.com/wp-content/uploads/2021/06/Santa-Fe-Turkey-Zucchini-Bowls_-4-260x390.jpg,266,"This quick, one-pot Ground Turkey Skillet with zucchini, corn, tomatoes, and black beans is great for weeknight dinner or meal prep!",DF,GF,,,HF,,KF,,MP,Q,,,
16,Shrimp Ceviche,https://www.skinnytaste.com/shrimp-ceviche/,1,https://www.skinnytaste.com/wp-content/uploads/2021/06/Shrimp-Ceviche-8-260x390.jpg,147,"Shrimp “cook” in lime juice to make this flavorful Shrimp Ceviche, with fresh cilantro, cucumbers and jalapeño. The perfect summer appetizer!",DF,GF,,,,HP,KF,,,Q,,W,
17,Asparagus and Swiss Cheese Frittata,https://www.skinnytaste.com/asparagus-and-swiss-cheese-frittata/,3,https://www.skinnytaste.com/wp-content/uploads/2013/05/Asparagus-and-Swiss-Cheese-Frittata-7-260x390.jpg,243,"Asparagus and Swiss Cheese Frittata made with Spring asparagus, shallots and Swiss cheese – a delicious combination perfect for breakfast, lunch or dinner!",,GF,,,,,,LC,,Q,V,,
18,Arroz Congri (Cuban Rice and Black Beans),https://www.skinnytaste.com/arroz-congri-cuban-rice-and-black-beans/,5,https://www.skinnytaste.com/wp-content/uploads/2011/02/arroz-congri-rice-10-260x390.jpg,143,Arroz Congri is a Cuban black bean and rice dish using canned black beans that can be served as a side or meatless main dish.,DF,GF,,,HF,,,,,,V,,
19,Mayo-less Tuna Pasta Salad,https://www.skinnytaste.com/mayo-less-tuna-salad/,5,https://www.skinnytaste.com/wp-content/uploads/2011/05/Mayo-less-Tuna-Salad-5-260x390.jpg,271.5,This Mayo-less Tuna Pasta Salad is the answer if you’re not a fan of mayonnaise and love a cold tuna pasta salad for lunch on a hot summer day.,,GF,,,,,KF,,MP,Q,,,
20,Grilled Flank Steak with Black Bean and Corn Salsa,https://www.skinnytaste.com/grilled-flank-steak-with-black-beans/,4,https://www.skinnytaste.com/wp-content/uploads/2012/05/grilled-flank-steak-10-260x390.jpg,250,"Grilled Flank Steak with a flavorful tomato, corn and black bean salsa is an easy, summer 30-minute weeknight dish!",DF,GF,,,,,KF,,,Q,,,
1,"Grilled Chicken, Strawberry, Avocado Salad with Citrus Dressing",https://www.skinnytaste.com/grilled-chicken-strawberry-avocado-salad/,7,https://www.skinnytaste.com/wp-content/uploads/2022/06/Grilled-Chicken-Salad-with-Strawberries-5-260x390.jpg,399,This Grilled Chicken Salad is full of fresh strawberries and avocado over butter lettuce with a delicious citrus dressing and toasted almonds.,DF,GF,,,HF,,,LC,MP,,,,
2,Shrimp Egg Rolls (Air Fryer or Baked),https://www.skinnytaste.com/shrimp-egg-rolls/,2,https://www.skinnytaste.com/wp-content/uploads/2021/06/Air-Fryer-Shrimp-Egg-Rolls-9-260x390.jpg,137,"Easy Shrimp Egg Rolls inspired by my favorite Chinese take-out only healthier, loaded with shrimp in every bite. Air fryer or baked!",DF,,AF,,,,KF,,,Q,,,
3,Chicken and Broccoli Recipe,https://www.skinnytaste.com/chicken-and-broccoli-stir-fry/,4,https://www.skinnytaste.com/wp-content/uploads/2018/05/Chicken-and-Broccoli-Stir-Fry-3-260x390.jpg,249,This Chicken and Broccoli recipe is made with strips of chicken and broccoli in a ginger-garlic stir-fry sauce that’s easy and delicious!,DF,GF,,,,HP,KF,LC,,Q,,,
4,Lobster Roll Pasta Salad,https://www.skinnytaste.com/lobster-roll-pasta-salad/,6,https://www.skinnytaste.com/wp-content/uploads/2021/05/Lobster-Roll-Pasta-Salad-11-260x390.jpg,282,"Lobster Roll Pasta Salad, inspired by one of my favorite summer sandwiches – a lobster roll – is loaded with lobster in every bite!",,,,,,,KF,,,Q,,,
5,Triple Berry Crisp,https://www.skinnytaste.com/triple-berry-crisp/,6,https://www.skinnytaste.com/wp-content/uploads/2011/07/Triple-Berry-Crisp_11-260x390.jpg,152,"When summer berries are at their peak, make this warm berry crisp, and enjoy it with a scoop of frozen yogurt or whipped cream.",,GF,,,,,KF,,,,V,,
6,Air Fryer Chicken Sandwich with Sriracha Mayo,https://www.skinnytaste.com/air-fryer-chicken-sandwich/,5,https://www.skinnytaste.com/wp-content/uploads/2021/05/air-fryer-chicken-sandwich-21-260x390.jpg,334,"This spicy, Air Fryer Chicken Sandwich inspired by Chick-fil-a is made with lean chicken breast brined in pickle juice and buttermilk, served with pickles and sriracha mayo  – SO good!",,,AF,,HF,,KF,,,,,,
7,Ambrosia Fruit Salad,https://www.skinnytaste.com/skinny-ambrosia-salad/,6,https://www.skinnytaste.com/wp-content/uploads/2021/05/ambrosia-salad-09-260x390.jpg,163,"With a variety of fresh fruit, whipped cream, walnuts, and marshmallows, Ambrosia Fruit Salad is ready in minutes. The perfect summer dessert to bring to your next potluck!",,GF,,,,,KF,,,Q,,,
8,"Quinoa Salad with Kale, Cranberries and Mint",https://www.skinnytaste.com/quinoa-salad-with-kale-cranberries-and-mint/,5,https://www.skinnytaste.com/wp-content/uploads/2021/05/Quinoa-Salad-with-Kale-Cranberries-and-Mint-7-260x390.jpg,191,"This healthy Quinoa Salad with Kale, Cranberries and Mint is perfect for bringing to a potluck or serving with anything you’re grilling, like chicken , fish, or steaks.",DF,GF,,,,,,,MP,,V,,
9,Oatmeal Berry Smoothie Bowl,https://www.skinnytaste.com/oatmeal-berry-smoothie-bowl/,1,https://www.skinnytaste.com/wp-content/uploads/2021/05/Oatmeal-Berry-Smoothie-Bowl-8-260x390.jpg,154,"When you want oatmeal AND a smoothie bowl, try this delicious Oatmeal Berry Smoothie Bowl made with oats, frozen berries and bananas.",DF,,,,HF,,KF,,MP,Q,V,,
10,Skillet Cajun Spiced Fish with Tomatoes,https://www.skinnytaste.com/skillet-flounder-with-tomatoes-425/,0,https://www.skinnytaste.com/wp-content/uploads/2012/03/Skillet-Flounder-with-Tomatoes-6-260x390.jpg,206,"Cajun spices, tomatoes, onions and peppers give any white fish extra pizazz and a little kick. Super easy and quick!",DF,GF,,,,,,LC,,Q,,,
11,Bisteces a la Mexicana (Mexican Style Beef Stew),https://www.skinnytaste.com/bisteces-a-la-mexicana-mexican-beef-stew/,4,https://www.skinnytaste.com/wp-content/uploads/2021/05/Bistecas-a-la-Mexicana-8-260x390.jpg,227,"Bisteces a la Mexicana is a flavorful Mexican-style beef stew that cooks on low heat with tomatoes, jalapenos, onion, herbs and spices.",DF,GF,,,,,,,,,,,
12,Cheeseburger Crunch Wrap,https://www.skinnytaste.com/cheeseburger-crunch-wrap/,12,https://www.skinnytaste.com/wp-content/uploads/2021/05/Cheeseburger-Crunch-Wrap-11-260x390.jpg,354,"This Cheeseburger Crunch Wrap is so easy, stuffed with classic burger ingredients and wrapped in a crunchy tortilla. Use any burger meat you wish here!",,,AF,,HF,,KF,LC,,Q,,,
13,Salmon Fried Rice,https://www.skinnytaste.com/salmon-fried-rice/,4,https://www.skinnytaste.com/wp-content/uploads/2020/12/Salmon-Fried-Rice-3-260x390.jpg,408,Salmon Fried Rice for one is made with brown rice and cauliflower rice for a quick meal you can whip up in 20 minutes for lunch or dinner.,DF,GF,,,,,,,,Q,,,
14,Quick and Delicioso Cuban Style Black Beans,https://www.skinnytaste.com/quick-and-deliciouso-cuban-style-black/,1,https://www.skinnytaste.com/wp-content/uploads/2011/01/Cuban-Black-Beans-9-260x390.jpg,114,"These are my quick and easy Cuban Style Black Beans recipe from canned beans to go with rice and steak, Pernil, pollo, etc.",DF,GF,,,HF,,KF,,,Q,V,,
15,Strawberries and Yogurt Whipped Cream,https://www.skinnytaste.com/strawberries-and-cream/,6,https://www.skinnytaste.com/wp-content/uploads/2021/04/Strawberries-and-Yogurt-Whipped-Cream-10-260x390.jpg,125,This lighter Strawberries and Cream folds Greek yogurt right into the whipped cream for a healthier (and yummier) spin on the classic!,,GF,,,,,KF,,,Q,V,,
16,Low-Yolk Egg Salad,https://www.skinnytaste.com/skinny-low-yolk-egg-salad/,1,https://www.skinnytaste.com/wp-content/uploads/2011/04/Half-Yolk-Egg-Salad-3-260x390.jpg,122,"This easy, low-yolk egg salad is made with a mix of whole eggs and egg whites with a little mayo and scallions. Serve this on your favorite whole grain bread, in a wrap or lettuce wrap.",DF,GF,,,,,,LC,MP,Q,V,W,
17,Air Fryer Bacon Wrapped Pork Tenderloin,https://www.skinnytaste.com/air-fryer-bacon-wrapped-pork-tenderloin/,3,https://www.skinnytaste.com/wp-content/uploads/2021/04/Bacon-Wrapped-Pork-Loin-7-260x390.jpg,153,This quick and simple Bacon-Wrapped Pork Tenderloin cooked in the air fryer is perfect for weeknight dinners and packed with so much flavor!,DF,GF,AF,,,HP,KF,LC,,Q,,W,
18,Turkey Picadillo,https://www.skinnytaste.com/turkey-picadillo/,6,https://www.skinnytaste.com/wp-content/uploads/2010/02/Turkey-Picadillo-8-260x390.jpg,238,"Turkey Picadillo is a lighter alternative to my favorite Cuban beef picadillo recipe only much leaner, and made with ground turkey instead.",DF,GF,,FM,,,KF,LC,MP,Q,,W,
19,"Farro Salad with Feta, Cucumbers and Sun Dried Tomatoes",https://www.skinnytaste.com/farro-with-feta-cucumbers-and-sun-dried/,6,https://www.skinnytaste.com/wp-content/uploads/2012/05/Farro-with-Feta-Cucumbers-and-Sun-Dried-Tomatoes-6-260x390.jpg,241,"This farro salad is made with Mediterranean ingredients – cucumbers, tomatoes, lemon juice, feta, and mint – delicious as a side dish or even for lunch!",,,,,HF,,,,,Q,V,,
20,Easy (10-minute) Waffled Salmon Cakes,https://www.skinnytaste.com/waffled-salmon-cakes/,2,https://www.skinnytaste.com/wp-content/uploads/2021/04/Waffled-Salmon-Cakes-5-260x390.jpg,169,"These easy Salmon Cakes, made with pantry and refrigerator staples are cooked in a waffle maker – only 10 minutes from start to finish!",DF,GF,,,,,,LC,MP,Q,,,
1,Mother’s Day Gift Ideas,https://www.skinnytaste.com/mothers-day-gift-ideas/, ,https://www.skinnytaste.com/wp-content/uploads/2021/04/IMG_3527-260x390.jpg, ,"Mother’s Day is just around the corner, so I thought I’d share some (35) of my favorite Mother’s Day gift ideas with all price ranges in mind. So whether it’s for mom, grandma, your in-laws or a mother-like figure in your life —I got lots of ideas for you!",,,,,,,,,,,,,
2,Coconut-Poached Chicken with Bok Choy and Mushrooms,https://www.skinnytaste.com/coconut-poached-chicken-with-bok-choy-and-mushrooms/,3,https://www.skinnytaste.com/wp-content/uploads/2021/04/Coconut-Simmered-Chicken-with-Bok-Choy-and-Mushrooms-8-260x390.jpg,321,"Coconut-Poached Chicken with Bok Choy and Mushrooms served with a cucumber sesame salad is SO simple, fast and flavorful.",DF,GF,,,,,,,,Q,,W,
3,Italian Ground Turkey Meatball Sheet Pan Dinner,https://www.skinnytaste.com/italian-turkey-meatball-sheet-pan-dinner/,6,https://www.skinnytaste.com/wp-content/uploads/2021/04/Italian-Turkey-Meatball-Sheet-Pan-Dinner-5-260x390.jpg,292,Italian Turkey Meatball Sheet Pan Dinner made with the most tender turkey meatballs and roasted vegetables for an easy one-pot meal.,DF,GF,,,HF,,KF,,MP,,,,
4,Ahi Tuna Poke Stacks,https://www.skinnytaste.com/ahi-tuna-poke-stacks/,9,https://www.skinnytaste.com/wp-content/uploads/2021/04/Ahi-Tuna-Poke-Rice-Stacks-6-260x390.jpg,561,"Ahi Tuna Poke Rice Stacks with layers of chunks of sushi-grade tuna, avocado, cucumbers, spicy mayo, and rice layered in fun easy stacks.",DF,GF,,,HF,HP,,,,Q,,,
5,Navel Orange Salad with Avocado,https://www.skinnytaste.com/navel-orange-salad-with-avocado/,7,https://www.skinnytaste.com/wp-content/uploads/2021/03/Naval-Orange-Salad-with-Avocado-7-260x390.jpg,278.5,This California Navel Orange Salad with Avocados and a Citrus Vinaigrette is a simple yet delicious salad bursting with orange flavor.,DF,GF,,,HF,,KF,,,Q,V,W,
6,Asparagus and Feta Tartlet with Phyllo Crust,https://www.skinnytaste.com/asparagus-and-feta-tartlet-with-phyllo-crust/,2,https://www.skinnytaste.com/wp-content/uploads/2021/03/Asparagus-Tart-6-260x390.jpg,91,"These Asparagus and Feta Tartlets with Phyllo Crust are so easy to make – the perfect Spring appetizer, brunch, or lunch dish!",,,,,,,,,,,V,,
7,Spring Green Pea Soup with Fresh Herbs,https://www.skinnytaste.com/spring-pea-soup-with-fresh-herbs/,2,https://www.skinnytaste.com/wp-content/uploads/2021/03/Spring-Pea-and-Fresh-Herbs-Soup-7-260x390.jpg,160,"This spring Green Pea Soup recipe with Fresh Herbs finished with a lemony yogurt topping is pretty effortless, but it tastes like a million bucks!",,GF,,,HF,,,,,Q,V,,
